,C3L-01637-02,C3L-03123-02,C3L-03356-02,C3L-03743-01,C3N-00302-02,C3N-01167-01,C3N-02754-01-3,C3N-02998-03,C3L-01453-03,C3L-03348-03,C3L-03348-03-2,C3N-03000-02
ENSG00000274114.2,40,7,41,10,76,13,45,26,67,42,28,17
ENSG00000274115.1,56,85,93,89,171,91,80,66,54,63,65,124
ENSG00000274116.1,0,0,0,0,0,1,0,0,0,0,0,3
ENSG00000274118.1,0,0,0,0,0,1,0,1,0,0,0,1
ENSG00000274121.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274124.1,6,9,7,20,9,13,6,20,14,6,10,4
ENSG00000274127.1,0,0,0,0,0,0,0,1,0,0,0,5
ENSG00000274128.1,2,0,7,11,2,10,9,10,9,3,3,5
ENSG00000274133.1,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000274134.1,4,9,2,3,3,4,1,14,2,1,1,0
ENSG00000274135.1,2,1,3,1,2,2,2,3,0,2,0,7
ENSG00000274139.1,71,0,27,3,0,14,0,0,2,1,4,10
ENSG00000274149.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274150.1,3,0,7,1,2,0,4,10,0,5,2,2
ENSG00000274154.1,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000274156.1,10,2,15,12,5,8,13,15,9,18,6,19
ENSG00000274157.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274159.1,34,16,14,24,30,68,13,33,25,34,21,29
ENSG00000274162.1,2,2,10,3,13,2,34,7,43,29,25,5
ENSG00000274164.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274167.4,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000274168.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274170.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274172.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274173.1,675,79,225,87,101,779,255,197,383,410,189,140
ENSG00000274177.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274178.2,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000274180.1,309,96,296,323,411,323,428,432,311,557,428,590
ENSG00000274181.1,0,0,0,1,0,0,1,0,0,0,0,0
ENSG00000274183.2,2,0,0,0,5,2,1,4,0,0,0,0
ENSG00000274184.1,20,9,52,27,41,10,22,25,26,56,38,20
ENSG00000274186.1,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000274191.1,2,7,10,21,19,14,1,13,11,5,6,8
ENSG00000274196.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274197.1,13,14,10,37,5,3,5,13,26,9,10,13
ENSG00000274198.1,0,0,0,0,2,0,0,0,2,2,0,0
ENSG00000274199.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274204.1,94,70,41,249,98,172,37,92,33,71,52,97
ENSG00000274206.1,1,0,1,0,1,0,1,1,0,0,2,0
ENSG00000274209.4,0,0,2,0,3,17,1,1,2,0,0,1
ENSG00000274210.1,90,36,107,57,90,119,48,276,233,43,41,73
ENSG00000274211.6,807,661,1258,1278,1214,1304,993,1089,1196,1428,1088,1382
ENSG00000274212.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274213.1,31,24,10,12,13,39,10,40,8,23,5,11
ENSG00000274214.1,12,4,62,16,8,18,8,5,12,10,3,29
ENSG00000274215.1,2,1,2,2,4,4,0,0,0,5,4,2
ENSG00000274216.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274219.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274220.1,60,26,72,19,45,65,67,29,38,112,82,30
ENSG00000274225.1,6,2,17,7,10,39,15,5,3,10,3,16
ENSG00000274226.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274227.1,3,7,11,10,3,7,2,7,6,5,2,2
ENSG00000274228.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274230.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274231.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274234.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274235.1,2,1,7,3,5,0,0,0,1,1,0,1
ENSG00000274238.1,1,2,5,3,3,8,1,11,4,11,6,5
ENSG00000274242.1,0,0,1,2,1,1,6,5,0,4,2,0
ENSG00000274244.1,0,0,1,0,0,3,0,0,0,1,0,1
ENSG00000274248.1,5,0,2,5,4,1,2,3,0,1,6,5
ENSG00000274251.1,20,10,14,13,32,42,15,19,11,35,18,12
ENSG00000274252.1,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000274253.5,20,2,6,29,8,9,31,5,3,54,24,34
ENSG00000274256.1,2,9,0,0,6,2,5,20,7,1,0,7
ENSG00000274258.1,2,3,3,2,1,4,0,4,3,2,2,2
ENSG00000274259.2,7,4,6,7,7,8,3,11,2,14,2,6
ENSG00000274261.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274263.1,0,2,1,0,0,0,1,0,1,2,1,0
ENSG00000274265.5,453,292,418,546,505,1077,307,368,417,507,332,447
ENSG00000274266.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274269.1,2,0,1,2,0,17,0,3,2,1,0,1
ENSG00000274270.1,13,18,28,10,27,42,10,18,11,10,10,9
ENSG00000274272.1,17,17,7,5,1,13,13,8,12,15,8,3
ENSG00000274274.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274275.1,13,5,12,2,3,4,4,38,3,8,6,2
ENSG00000274276.4,28,1,5,0,19,3,2,4,10,18,15,14
ENSG00000274279.1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000274280.1,5,7,5,5,5,5,3,5,2,2,6,5
ENSG00000274281.1,23,97,44,33,6,43,18,77,50,12,13,23
ENSG00000274282.1,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000274284.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274286.2,30,30,60,22,113,43,63,31,32,95,56,16
ENSG00000274290.3,1530,468,388,518,516,953,232,371,433,747,400,211
ENSG00000274292.1,17,9,15,10,17,31,27,22,17,24,17,13
ENSG00000274293.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274294.1,3,0,7,4,7,0,2,2,13,0,0,2
ENSG00000274295.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274297.1,69,42,153,134,101,56,36,55,61,60,47,103
ENSG00000274299.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274300.1,1,1,1,1,2,1,3,4,2,4,2,1
ENSG00000274303.1,37,54,56,81,29,65,45,43,41,37,33,37
ENSG00000274306.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274308.1,44,27,35,38,32,39,33,22,50,22,25,32
ENSG00000274309.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274310.1,0,0,0,0,0,0,0,3,1,1,0,0
ENSG00000274312.1,0,0,2,0,0,0,0,0,1,1,1,0
ENSG00000274314.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274315.1,32,45,28,52,31,37,33,50,42,52,21,41
ENSG00000274316.1,0,0,1,0,0,0,0,0,0,0,1,0
ENSG00000274317.2,204,28,64,111,77,90,123,103,126,152,99,107
ENSG00000274319.1,0,0,0,1,0,0,0,0,1,0,0,0
ENSG00000274321.1,0,0,2,1,2,0,0,0,0,0,0,0
ENSG00000274322.1,150,99,129,210,54,294,47,86,148,54,36,31
ENSG00000274326.1,2,0,1,1,7,6,4,1,7,1,2,0
ENSG00000274328.1,36,31,18,35,26,46,42,32,31,48,25,37
ENSG00000274330.1,7,22,13,31,6,2,8,4,3,19,3,11
ENSG00000274331.1,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000274333.4,4,3,3,5,8,8,68,4,2,11,2,1
ENSG00000274340.1,2,1,7,7,4,2,10,6,9,7,10,4
ENSG00000274341.1,24,33,33,45,36,11,32,25,30,23,13,20
ENSG00000274342.1,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000274343.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274344.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274346.1,4,5,10,16,12,29,12,6,18,11,18,36
ENSG00000274347.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274349.4,138,83,253,211,179,310,388,224,229,373,250,259
ENSG00000274350.1,4,3,4,7,2,0,0,2,0,5,1,5
ENSG00000274351.1,9,2,6,2,13,3,7,5,2,6,6,5
ENSG00000274353.1,0,0,1,0,0,0,2,0,0,3,5,2
ENSG00000274354.1,3,0,0,3,8,1,1,1,4,0,0,11
ENSG00000274355.1,0,0,2,0,0,0,0,2,1,0,0,2
ENSG00000274356.1,3,2,3,7,4,15,6,5,6,5,7,1
ENSG00000274357.1,4,0,1,2,0,0,2,1,0,4,0,0
ENSG00000274363.1,5,2,14,17,19,8,17,17,8,17,13,14
ENSG00000274364.1,12,21,15,11,30,21,9,18,19,15,16,24
ENSG00000274365.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274367.1,5,2,10,6,3,12,3,4,4,8,3,6
ENSG00000274369.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274370.1,32,14,34,35,34,44,26,61,32,23,33,48
ENSG00000274372.5,87,7,20,15,20,17,5,13,18,7,9,11
ENSG00000274373.1,18,2,4,1,3,84,33,1,0,25,20,0
ENSG00000274374.1,1,0,0,1,0,0,2,2,1,1,0,1
ENSG00000274376.4,4,5,2,2,2,8,7,10,6,4,7,1
ENSG00000274378.1,0,2,1,0,1,0,0,0,0,0,0,0
ENSG00000274379.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274380.1,2,2,1,3,1,6,4,6,0,16,3,10
ENSG00000274381.1,1,0,0,0,0,0,0,1,0,0,0,0
ENSG00000274383.1,2,6,11,1,2,1,1,0,4,0,2,0
ENSG00000274385.1,1,0,0,0,2,0,3,0,1,0,0,0
ENSG00000274386.5,24,10,33,32,41,31,21,26,44,18,33,23
ENSG00000274387.1,10,7,9,5,7,15,2,3,4,4,1,9
ENSG00000274390.1,0,0,3,0,0,0,0,2,1,1,0,0
ENSG00000274391.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274396.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274397.1,72,77,108,106,57,49,77,58,58,79,58,160
ENSG00000274398.1,0,0,0,0,0,0,0,1,0,0,0,2
ENSG00000274400.1,2,0,8,2,5,3,4,17,4,8,7,2
ENSG00000274403.1,14,22,37,32,36,38,29,18,24,47,23,32
ENSG00000274408.1,1,0,1,4,1,0,6,1,2,2,7,4
ENSG00000274409.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274414.1,48,8,58,26,153,42,16,30,31,17,18,12
ENSG00000274415.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274417.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274419.6,7,0,0,0,0,0,0,0,22,5,18,0
ENSG00000274420.1,1,1,0,1,0,0,1,0,1,6,0,0
ENSG00000274421.1,94,111,91,179,97,172,114,114,103,117,112,103
ENSG00000274422.1,19,15,47,12,42,28,18,28,18,82,23,19
ENSG00000274423.1,0,0,2,0,0,5,1,1,0,1,1,0
ENSG00000274424.1,0,1,0,0,0,0,0,0,0,1,2,0
ENSG00000274425.1,5,0,0,2,5,1,2,3,2,4,3,1
ENSG00000274427.1,4,5,4,0,18,4,10,3,3,9,8,12
ENSG00000274428.1,1,2,21,7,14,5,1,23,5,1,0,6
ENSG00000274430.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274432.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274441.1,78,78,118,50,24,53,119,65,116,127,83,30
ENSG00000274443.4,3,3,4,3,2,11,4,7,7,9,5,12
ENSG00000274444.1,9,3,3,4,3,6,7,2,4,14,12,2
ENSG00000274445.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274446.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274447.1,1,0,4,0,1,0,2,0,1,6,4,1
ENSG00000274450.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274451.1,10,8,6,18,9,26,9,8,9,10,5,18
ENSG00000274452.1,1,0,0,1,2,0,7,0,5,5,4,3
ENSG00000274455.1,0,0,0,0,1,0,2,1,1,1,0,1
ENSG00000274458.1,0,0,0,1,0,1,0,0,0,0,0,0
ENSG00000274459.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274460.1,83,44,78,81,52,111,18,46,51,66,54,60
ENSG00000274461.2,65,21,151,73,88,43,61,28,84,120,97,159
ENSG00000274466.1,0,6,2,2,1,0,1,3,0,0,0,0
ENSG00000274467.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274468.1,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000274469.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274471.2,158,146,61,173,103,363,173,67,198,170,202,164
ENSG00000274472.1,2,4,2,4,6,9,2,1,1,1,0,1
ENSG00000274475.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274478.1,1,0,0,0,1,1,1,0,0,0,0,0
ENSG00000274481.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274484.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274486.1,1,0,12,3,6,5,10,2,3,17,5,8
ENSG00000274487.2,96,58,77,88,147,105,59,56,142,81,85,73
ENSG00000274489.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274491.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274492.1,3,4,16,6,4,7,9,1,6,15,13,4
ENSG00000274493.1,1,7,8,1,0,0,13,15,5,3,7,1
ENSG00000274494.1,0,2,1,4,7,3,1,2,3,5,0,4
ENSG00000274499.1,0,0,0,1,0,1,3,0,0,0,0,0
ENSG00000274500.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274501.1,4,5,5,9,5,6,9,7,4,7,12,10
ENSG00000274502.1,0,0,1,0,0,0,3,0,9,0,1,0
ENSG00000274503.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274505.1,12,13,10,23,2,24,7,11,9,12,8,8
ENSG00000274507.1,61,15,45,35,91,43,21,18,16,7,6,12
ENSG00000274508.1,6,11,16,3,4,4,0,7,10,4,0,6
ENSG00000274510.1,1,0,2,1,0,1,0,0,1,0,1,1
ENSG00000274512.5,122,70,60,88,60,35,58,33,74,16,45,64
ENSG00000274514.1,10,7,5,7,8,10,6,7,6,13,9,2
ENSG00000274515.1,8,5,16,6,2,13,4,9,8,10,12,3
ENSG00000274516.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274520.1,5,12,9,1,1,3,3,0,4,5,0,3
ENSG00000274523.5,1915,956,1046,1540,829,2920,1093,1267,1172,1386,1069,1211
ENSG00000274525.1,4,50,8,5,13,2,6,7,3,17,17,41
ENSG00000274528.1,4,5,3,1,1,5,1,4,3,4,2,5
ENSG00000274529.5,0,0,2,6,0,1,0,0,0,1,1,1
ENSG00000274532.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274535.1,1,1,2,1,3,0,0,9,0,1,0,0
ENSG00000274536.7,777,245,465,184,129,205,562,770,404,503,319,337
ENSG00000274541.1,0,6,1,1,10,4,0,2,1,10,3,0
ENSG00000274544.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274547.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274549.1,3,0,2,0,0,9,3,5,3,5,1,2
ENSG00000274551.1,7,5,7,11,1,11,6,8,8,6,3,1
ENSG00000274552.1,0,0,1,0,0,0,0,1,0,1,0,2
ENSG00000274553.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274554.1,96,73,87,86,91,162,104,56,81,149,77,126
ENSG00000274559.3,0,2,1,1,8,6,2,0,0,3,3,1
ENSG00000274560.1,3,1,4,0,2,5,5,2,1,6,4,0
ENSG00000274561.1,130,60,136,169,188,139,90,116,146,106,70,139
ENSG00000274562.1,1,1,1,1,1,0,1,1,0,0,2,0
ENSG00000274565.1,53,40,82,48,65,28,44,56,75,61,41,68
ENSG00000274568.1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000274569.1,2,0,2,2,4,8,0,1,3,2,0,2
ENSG00000274570.4,1,1,5,1,5,14,1,2,4,4,1,1
ENSG00000274572.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274576.2,648,1980,33,31,90,16,207,191,860,51,25,31
ENSG00000274578.1,6,5,10,16,18,4,5,3,2,6,1,24
ENSG00000274579.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274582.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274583.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274584.1,6,2,3,1,5,1,12,3,3,13,11,3
ENSG00000274585.1,0,0,0,0,0,0,1,0,0,0,2,0
ENSG00000274588.2,0,1,1,0,1,0,2,1,2,2,0,1
ENSG00000274589.1,3,3,8,5,4,5,1,0,3,2,3,5
ENSG00000274591.1,21,46,15,73,13,21,13,56,54,17,15,18
ENSG00000274594.1,27,7,18,8,17,67,16,19,19,33,22,10
ENSG00000274598.1,37,80,44,61,100,44,47,49,146,54,43,100
ENSG00000274599.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274600.1,1,4,1,2,4,0,4,6,3,8,1,2
ENSG00000274601.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274602.5,256,286,138,69,107,194,362,107,451,505,477,113
ENSG00000274603.1,1,4,1,1,6,5,0,5,0,5,4,4
ENSG00000274605.2,100,48,62,62,111,121,93,76,85,102,62,85
ENSG00000274606.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274607.1,5,8,11,10,5,6,5,4,4,4,5,3
ENSG00000274611.3,0,0,0,0,0,0,0,0,10,5,7,0
ENSG00000274612.1,0,4,1,0,6,0,3,1,0,5,2,4
ENSG00000274614.1,65,89,68,99,53,142,52,86,81,89,51,77
ENSG00000274615.1,7,17,11,12,9,10,7,6,9,4,12,11
ENSG00000274617.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274618.2,617,205,271,149,164,256,283,394,636,994,609,186
ENSG00000274620.1,27,13,16,25,24,13,11,19,24,8,16,16
ENSG00000274621.1,1,0,0,1,1,4,2,0,0,1,1,2
ENSG00000274624.1,3,1,12,2,3,2,5,11,4,9,3,1
ENSG00000274625.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274628.5,1,0,0,0,8,0,2,1,2,4,2,2
ENSG00000274629.1,0,1,5,2,3,2,3,8,7,2,0,1
ENSG00000274630.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274631.1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000274632.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274637.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274640.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274641.2,1415,1134,382,593,1046,2522,236,444,337,707,463,324
ENSG00000274642.1,12,17,20,49,28,42,42,16,49,46,36,45
ENSG00000274647.1,2,0,0,0,0,1,0,0,0,3,1,0
ENSG00000274649.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274652.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274653.1,4,5,11,3,7,11,2,4,1,6,0,2
ENSG00000274654.1,67,23,73,70,51,47,74,56,96,64,51,139
ENSG00000274655.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274656.1,14,2,1,5,0,5,5,6,2,1,1,3
ENSG00000274658.1,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000274659.2,20,12,19,22,25,19,28,17,34,28,24,29
ENSG00000274660.1,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000274662.1,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000274663.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274664.1,0,0,1,0,1,0,0,3,0,0,0,0
ENSG00000274666.1,73,32,52,46,85,138,29,115,65,77,46,68
ENSG00000274667.1,22,25,55,31,27,32,15,30,27,45,16,47
ENSG00000274670.1,0,1,2,1,2,1,0,0,0,0,0,0
ENSG00000274677.1,42,48,50,73,31,68,41,35,85,35,31,40
ENSG00000274678.1,1,1,1,1,2,0,2,1,2,0,0,0
ENSG00000274680.1,0,0,0,0,0,0,2,0,0,0,0,1
ENSG00000274682.1,0,1,5,3,1,0,1,0,11,2,0,2
ENSG00000274685.1,0,0,0,0,0,0,0,1,1,0,0,0
ENSG00000274686.1,0,0,1,3,4,2,1,0,3,1,0,0
ENSG00000274688.1,0,1,0,0,0,1,0,2,0,3,0,0
ENSG00000274691.1,9,4,4,3,2,3,7,6,6,8,5,4
ENSG00000274693.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274695.1,4,4,3,10,12,4,5,3,7,5,7,4
ENSG00000274697.1,4,0,3,1,0,1,0,0,1,2,3,1
ENSG00000274698.1,2,6,7,9,8,8,11,0,0,21,21,2
ENSG00000274701.1,7,6,55,16,18,53,13,3,13,13,9,7
ENSG00000274702.1,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000274704.1,0,1,1,0,2,1,0,1,0,0,1,0
ENSG00000274705.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274709.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274711.1,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000274712.2,64,97,110,51,86,51,61,214,101,87,93,53
ENSG00000274713.1,2,2,1,1,0,2,0,0,1,0,1,0
ENSG00000274716.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274717.1,16,3,54,14,12,23,19,18,13,19,20,26
ENSG00000274718.1,3,8,5,20,34,45,18,1,9,25,18,57
ENSG00000274719.1,2,8,0,1,61,0,0,0,0,12,12,8
ENSG00000274721.1,4,9,25,10,13,15,7,17,1,8,5,13
ENSG00000274723.1,6,1,1,5,5,4,2,2,10,3,1,6
ENSG00000274727.1,0,0,0,0,0,0,2,0,0,0,3,0
ENSG00000274730.1,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000274732.1,2,0,3,0,0,0,3,0,0,2,0,0
ENSG00000274736.5,100,52,15,4,10,6,10,20,10,10,8,10
ENSG00000274737.1,37,27,67,84,30,34,32,54,42,42,56,56
ENSG00000274740.1,0,0,0,0,3,0,3,0,1,0,0,0
ENSG00000274742.1,16,8,7,15,11,15,11,12,10,9,7,14
ENSG00000274747.1,7,2,0,3,0,1,4,0,2,2,3,2
ENSG00000274748.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274749.1,2,0,3,0,1,1,1,0,1,7,3,1
ENSG00000274750.2,58,82,77,193,20,209,109,94,303,257,211,257
ENSG00000274751.1,5,0,2,0,10,13,3,2,0,3,4,1
ENSG00000274752.1,14,5,4,5,0,1,4,14,5,15,6,2
ENSG00000274755.1,0,0,0,0,1,0,0,0,0,0,0,2
ENSG00000274756.1,121,112,97,195,97,109,83,67,148,99,96,125
ENSG00000274758.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274759.1,4,4,15,22,1,3,14,14,4,30,20,7
ENSG00000274760.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274764.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274765.1,31,19,41,40,28,15,38,39,19,29,32,38
ENSG00000274766.2,0,1,1,1,0,0,1,0,2,0,3,1
ENSG00000274767.1,15,26,54,12,32,17,347,112,31,54,55,39
ENSG00000274769.1,1,3,6,8,0,13,5,4,9,9,2,7
ENSG00000274770.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274772.1,0,0,4,0,1,3,1,3,0,3,2,0
ENSG00000274775.2,3,4,13,9,9,7,5,8,9,2,3,7
ENSG00000274776.1,22,4,23,16,80,5,18,29,42,50,30,21
ENSG00000274777.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274790.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274791.1,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000274797.1,0,0,4,5,1,1,6,4,6,8,7,2
ENSG00000274798.1,2,1,0,0,2,0,0,1,1,2,0,1
ENSG00000274799.1,15,18,24,22,24,17,17,20,12,23,13,28
ENSG00000274800.1,0,0,0,0,0,0,2,0,0,0,2,0
ENSG00000274805.1,0,0,1,1,0,0,0,0,0,0,0,1
ENSG00000274808.5,6,0,10,2,8,3,4,1,12,3,1,19
ENSG00000274809.1,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000274810.4,4,7,5,5,5,2,6,5,10,8,6,7
ENSG00000274813.1,0,0,0,0,0,2,1,0,0,0,0,16
ENSG00000274814.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274816.1,5,4,2,4,0,10,5,3,1,5,5,7
ENSG00000274817.1,1,0,1,0,0,22,1,6,1,0,0,1
ENSG00000274818.1,6,4,6,7,4,5,2,9,3,6,10,10
ENSG00000274819.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274820.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274822.1,2,1,4,0,1,7,3,1,3,1,1,0
ENSG00000274823.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274824.1,0,0,2,1,0,0,5,5,3,3,1,1
ENSG00000274825.1,6,4,3,6,1,4,5,5,11,2,8,2
ENSG00000274827.4,0,0,0,2,0,2,2,0,0,0,0,1
ENSG00000274828.1,106,111,159,76,124,160,94,200,109,208,173,152
ENSG00000274832.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274833.1,0,3,4,1,3,12,3,4,1,3,3,7
ENSG00000274834.1,0,0,1,0,0,0,0,1,0,0,0,0
ENSG00000274835.1,1,0,2,0,0,3,0,0,1,0,0,0
ENSG00000274836.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274837.1,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000274838.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274840.4,3,25,5,2,0,20,0,1,7,22,20,181
ENSG00000274841.1,6,14,20,17,22,25,35,10,14,16,15,8
ENSG00000274844.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274845.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274848.1,2,0,0,1,1,4,2,1,1,1,1,0
ENSG00000274849.1,29,7,52,17,39,15,13,22,14,18,18,11
ENSG00000274852.1,0,0,1,1,0,0,1,1,0,1,0,0
ENSG00000274855.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274859.1,0,0,1,1,0,0,0,0,0,0,0,1
ENSG00000274860.1,1,1,0,4,1,3,3,0,3,1,2,0
ENSG00000274862.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274863.1,17,3,20,16,10,9,12,5,100,11,13,23
ENSG00000274864.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274866.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274867.1,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000274868.1,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000274874.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274878.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274879.1,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000274883.1,0,0,1,0,0,0,5,1,1,0,0,0
ENSG00000274884.1,0,2,1,0,1,2,2,4,2,4,0,4
ENSG00000274886.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274892.1,0,0,0,1,0,5,0,1,0,0,1,0
